4	0.00090235
5	0.0028778000000000002
6	0.0027924
7	0.00464835
8	0.0151782
9	0.03143265
10	0.09020275
11	0.2324939
12	1.03579115
13	2.496547
14	9.6308006
15	44.0716983
16	223.0730403
